字段1_文本,字段1_链接,字段2,字段3,字段4,字段5_文本,字段5_链接,字段6
巨丰微策略：“煤飞色舞”周期股发力 市场风向转变？,http://finance.eastmoney.com/a/202302212642458352.html,2023-02-21 15:07:27 - ,同期值得注意的是，昨日全面注册制正式实施的提振下，虽然市场从板块上看迎来普涨，但个股方面并未普涨。其上涨的核心力量，还是以及上证50以及沪深300为首的大盘蓝股，它们对指数的上行起到了决定性作用。而相对来说，小盘成长股则表现欠佳， 因此，结合最近两日行情，在注册制重大改革的背景下,沪深300,http://finance.eastmoney.com/a/202302212642458352.html,http://finance.eastmoney.com/a/202302212642458352.html,
与“固收+”一起静待春暖花开 博时首席基金经理过钧新产品2月23日发行,http://fund.eastmoney.com/a/202302212642827378.html,2023-02-21 15:27:53 - ,级债基指数和偏债混合型基金指数平均年化收益低于偏股混合型基金指数的表现，高于中长期纯债基金指数的表现，与此同时，年化波动率则远低于偏股混合型基金指数，略高于中长期纯债基金指数。 过往数据来看，与沪深300指数相比，混合债券型二级债基指数和偏债混合型基金指数在年化波动率和最大回撤都要优秀很多的情况下，年化收益率甚至更高。以二级债基和偏债混合型基金为例,沪深300,http://fund.eastmoney.com/a/202302212642827378.html,http://fund.eastmoney.com/a/202302212642827378.html,
【16日资金路线图】两市主力资金净流出530亿 北向资金逆势加仓近70亿,http://stock.eastmoney.com/a/202302162638820733.html,2023-02-16 20:52:01 - ,今日沪深两市主力资金开盘净流出63.83亿元，尾盘净流出182.28亿元，两市全天资金净流出530.39亿元。 2、北向资金逆势净流入68亿元 沪深300今日主力资金净流出60.31亿元，创业板净流出163.51亿元。沪股通净流入30.15亿元，深股通净流入37.79亿元，合计净流入67.94亿元,沪深300,http://stock.eastmoney.com/a/202302162638820733.html,http://stock.eastmoney.com/a/202302162638820733.html,
贝莱德建信理财2权益产品跌破净值 1只去年下跌16%,http://finance.eastmoney.com/a/202302092631998227.html,2023-02-09 10:18:47 - ,数据显示，该产品成立于2021年9月16日，是一款私行专享的理财产品，风险等级为R5高风险，适合激进型投资者，业绩比较基准95%*沪深300指数收益率+5%*活期存款基准利率。 在2022年里，该产品收益率下跌16.73%，据中国理财网数据显示，截至2023年2月1日，其最新累计单位净值为0,沪深300,http://finance.eastmoney.com/a/202302092631998227.html,http://finance.eastmoney.com/a/202302092631998227.html,
独家理财公司权益类公募产品近一年业绩表现（截至2月16日）,http://finance.eastmoney.com/a/202302212642525465.html,2023-02-21 08:32:30 - ,工银理财和民生理财各占1只。 从权益类理财产品表现来看，榜单中20款产品近一年以来平均增长净值为-5.23%，跑赢上证指数(-6.2554%)和沪深300(-11.3578%)。收益表现略超中证股基指数，整体表现一般。民生理财产品“金竹FOF一年持有期1号”以3.78%净值增长率成功登榜首,沪深300,http://finance.eastmoney.com/a/202302212642525465.html,http://finance.eastmoney.com/a/202302212642525465.html,
主力资金 | 主力“跑了”？两市超500亿元资金净流出！7股尾盘净流出超亿元,http://stock.eastmoney.com/a/202302162638776950.html,2023-02-16 19:23:35 - ,主力资金今日流出规模超500亿元。 证券时报·数据宝统计，今日沪深两市主力资金净流出530.39亿元，其中创业板净流出163.51亿元，沪深300成份股净流出90.93亿元。 申万一级行业中，今日仅食品饮料行业上涨，收盘涨0.34%。30个下跌行业中，9个行业跌超2%，有色金属、电子、机械设备和国防军工等行业跌幅居前,沪深300,http://stock.eastmoney.com/a/202302162638776950.html,http://stock.eastmoney.com/a/202302162638776950.html,
网红券商业绩下滑超九成 风口下涨停登龙虎榜 拐点来了？,http://stock.eastmoney.com/a/202302042627868038.html,2023-02-05 00:59:15 - ,当日券商板块相对沪深300涨幅为0.91%，板块绝对涨幅为0.08%。券商板块在该事件后一周超额收益率为-0.85%，后一个月超额收益率为1.41%。 2019年12月28日，全国人大常委会通过新修订的《中华人民共和国证券法》，明确全面推行注册制，当日券商板块相对沪深300涨幅为4.41%,沪深300,http://stock.eastmoney.com/a/202302042627868038.html,http://stock.eastmoney.com/a/202302042627868038.html,
2月16日主力资金流向日报,http://stock.eastmoney.com/a/202302162638628695.html,2023-02-16 16:32:00 - ,36%，沪深300指数下跌0.73%。可交易A股中，上涨的有504只，占比9.92%，下跌的4531只。 资金面上，今日主力资金全天净流出493.29亿元，已连续3个交易日资金呈净流出状态。其中，创业板主力资金净流出138.39亿元；科创板主力资金净流出25.35亿元；沪深300成份股主力资金净流出85,沪深300,http://stock.eastmoney.com/a/202302162638628695.html,http://stock.eastmoney.com/a/202302162638628695.html,
2月16日上证指数收盘下跌0.96%，创业板指下跌1.36%，北上资金当日净流入67.94亿元,http://stock.eastmoney.com/a/202302162639491353.html,2023-02-16 15:05:46 - ,报收11907.4点，成交额7246.18亿元；创业板指收盘下跌34.7点，跌幅为1.36%，报收2512.5点，成交额2751.51亿元；沪深300收盘下跌30.2点，跌幅为0.73%，报收4093.49点，成交额2813.16亿元。北上资金当日净流入67.94亿元。 涨幅前五的行业分别是医药商业1,沪深300,http://stock.eastmoney.com/a/202302162639491353.html,http://stock.eastmoney.com/a/202302162639491353.html,
证监会核准：批复！3500亿知名基金公司大消息来了！,http://finance.eastmoney.com/a/202302042627885518.html,2023-02-05 00:05:10 - ,而万家基金旗下基金经理黄海更是成为2022年主动权益基金冠亚军，其管理的万家精选在去年股市大跌中仍然斩获35.5%的超额收益，远超同期沪深300指数-21.63%的跌幅，在2022年度主动权益类基金中业绩排名第四名，偏股混合型基金第一名，是偏股混合基金细分类型的冠军。 而2023年开年1个月,沪深300,http://finance.eastmoney.com/a/202302042627885518.html,http://finance.eastmoney.com/a/202302042627885518.html,
四大期指6日齐跌 沪深300、上证50期指均跌超1%,http://futures.eastmoney.com/a/202302062628561922.html,2023-02-06 16:11:04 - ,中证网讯(记者周璐璐)2月6日，四大期指收盘均下跌。文华财经数据显示，截至15:00，沪深300期指主力合约IF2302报4086.6点，跌1.34%；上证50期指主力合约IH2302报2734.2点，跌1.56%；中证500期指主力合约IC2302报6312.2点，跌0.49%,沪深300,http://futures.eastmoney.com/a/202302062628561922.html,http://futures.eastmoney.com/a/202302062628561922.html,沪深300
2月16日主力资金净流出493亿元,http://stock.eastmoney.com/a/202302162638624839.html,2023-02-16 16:31:58 - ,沪指2月16日下跌0.96%，主力资金全天净流出493.29亿元，已连续3个交易日资金呈净流出状态。其中，创业板主力资金净流出138.39亿元，沪深300成份股主力资金净流出85.18亿元。 申万所属的一级行业中，今日涨幅居前的行业为食品饮料，涨幅为0.34%。跌幅居前的行业为有色金属、电子,沪深300,http://stock.eastmoney.com/a/202302162638624839.html,http://stock.eastmoney.com/a/202302162638624839.html,
2月16日上证指数早盘上涨0.77% 创业板指上涨0.62%,http://stock.eastmoney.com/a/202302162639443012.html,2023-02-16 11:33:05 - ,报收12151.36点，成交额3668.63亿元；创业板指上涨15.81点，涨幅为0.62%，报收2563.01点，成交额1442.3亿元；沪深300上涨40.06点，涨幅为0.97%，报收4163.75点，成交额1414.22亿元。 涨幅前五的行业分别是游戏4.21%、医药商业3,沪深300,http://stock.eastmoney.com/a/202302162639443012.html,http://stock.eastmoney.com/a/202302162639443012.html,
国泰君安去年实现净利同比降23% 投资收益、经纪业务手续费净收入等下滑,http://finance.eastmoney.com/a/202302082631184231.html,2023-02-08 19:01:31 - ,但受证券市场波动等因素影响，投资收益、经纪业务手续费净收入等下滑，公司归属于上市公司所有者的净利润同比下降。 根据Wind统计，2022年，沪深300指数下跌21.63%，中债总净价(总值)指数上涨0.11%；沪深两市股票交易额同比减少12.94%。 自2022年年初以来，资本市场整体波动造成券商业绩表现波动,沪深300,http://finance.eastmoney.com/a/202302082631184231.html,http://finance.eastmoney.com/a/202302082631184231.html,
【蒋飞】人员流动回升 内需修复在路上——20230220周报,http://finance.eastmoney.com/a/202302212642495828.html,2023-02-21 15:49:25 - ,造成大类资产配置指数的回调。原油方面，上周原油指数上涨2.34%，拉低大类资产指数2.33点。黄金指数下跌0.11%，拉低大类资产配置指数0.18点，沪深300股指期货下跌1.78%，拉低大类资产配置指数1.04点。 风险提示 国内宏观经济政策不及预期；国企改革不及预期；货币政策超预期；经济数据实际值与预测值不一致,沪深300,http://finance.eastmoney.com/a/202302212642495828.html,http://finance.eastmoney.com/a/202302212642495828.html,
两市ETF融券余额环比减少1783.50万元,http://stock.eastmoney.com/a/202302162638109538.html,2023-02-16 09:10:56 - ,ETF)373302.61-3692.27513060博时恒生医疗保健(QDII-ETF)31814.962959.92510300华泰柏瑞沪深300ETF670765.09-3395.23513180华夏恒生科技ETF(QDII)48471.471771.37159941广发纳指100ETF38214,沪深300,http://stock.eastmoney.com/a/202302162638109538.html,http://stock.eastmoney.com/a/202302162638109538.html,
每经操盘必知（午间版）丨沪指涨0.77% 三大运营商齐大涨 北上资金半日净流入超67亿,http://stock.eastmoney.com/a/202302162638530361.html,2023-02-16 12:36:18 - ,报收12151.36点，成交额3668.63亿元；创业板指上涨15.81点，涨幅为0.62%，报收2563.01点，成交额1442.3亿元；沪深300上涨40.06点，涨幅为0.97%，报收4163.75点，成交额1414.22亿元。 个股涨多跌少，两市超2500只个股上涨。沪深两市今日成交额5963亿,沪深300,http://stock.eastmoney.com/a/202302162638530361.html,http://stock.eastmoney.com/a/202302162638530361.html,
光证资管去年35只基金4只正收益 22只跌幅15%至34%,http://stock.eastmoney.com/a/202302162638402474.html,2023-02-16 07:16:19 - ,基金的前十大重仓股分别是腾讯控股、万华化学、美团、迈瑞医疗、微创医疗、隆基绿能、药明生物、比亚迪股份、美的集团、宁德时代。 去年一季度，该基金下跌21.40%，同期沪深300指数跌14.53%；而二季度该基金表现优于同期沪深300指数，实现了10.23%的涨幅。二季度的优异表现主要受益于新能源板块，该基金在2022年中期报告中称，在一季度末增加了新能源的配置比例,沪深300,http://stock.eastmoney.com/a/202302162638402474.html,http://stock.eastmoney.com/a/202302162638402474.html,
头部券商更显业绩韧性 国泰君安2022年保持百亿净利 全行业正待下蹲起跳 今年有望迎业绩大年,http://finance.eastmoney.com/a/202302082630831589.html,2023-02-08 11:17:44 - ,出现净利润亏损的券商有4家，中小券商业绩韧性更显不足。 国泰君安Q4业绩大增近五成 2022年沪深300指数下跌21.63%，对比来看，国泰君安的净利润增速(-23.35%)略微跑输沪深300指数(-21.63%)。 对于2022年的业绩表现，国泰君安总结道，面对复杂的经营环境，公司加快推进改革创新转型,沪深300,http://finance.eastmoney.com/a/202302082630831589.html,http://finance.eastmoney.com/a/202302082630831589.html,
大牛股突然熄火 连续八涨停后 公司公告违规！,http://finance.eastmoney.com/a/202302032627376712.html,2023-02-03 18:33:59 - ,索尼此前宣布PSVR 2将于2月22日上市，并适配PS5。 西南证券认为，去年12月，消费电子板块下跌2.86%，跑赢电子板块1.62百分点，跑输沪深300指数3.34百分点。从估值来看，消费电子板块估值水平处于低位，截至12月31日行业PE为22.9倍，相较过去十年而言均处于历史低位，消费电子行业的悲观情绪有所回暖,沪深300,http://finance.eastmoney.com/a/202302032627376712.html,http://finance.eastmoney.com/a/202302032627376712.html,
